,p_w,p_c,pop_size,Error
0,0.1,1.5,50,319.7388656272294
1,0.3,1.5,50,324.0925551139337
2,0.5,1.5,50,326.93830112993857
3,0.7,1.5,50,303.33059434616
4,0.9,1.5,50,300.97275244296003
5,0.9,1.3,10,345.5664048826262
6,0.9,1.5,10,367.85485007537176
7,0.9,1.7,10,357.09917091006696
8,0.9,1.9,10,332.64991159134445
9,0.9,2.1,10,336.06942597508595
10,0.9,1.9,10,360.30779744224674
11,0.9,1.9,20,311.17472269669895
12,0.9,1.9,30,305.1499724913272
13,0.9,1.9,40,334.16965143530814
14,0.9,1.9,50,309.8233833420894
