,p_c,p_m,pop_size,Error
0,0.9,0.03,10.0,300.6908875574919
1,0.9,0.03,20.0,312.16522330406485
2,0.9,0.03,30.0,290.26912950991476
3,0.9,0.03,40.0,292.394185233237
4,0.9,0.03,50.0,280.6373521582799
5,0.95,0.01,50.0,314.5154237742649
6,0.95,0.02,50.0,296.42011333472624
7,0.95,0.03,50.0,286.15788516783323
8,0.95,0.04,50.0,308.4049081899704
9,0.95,0.05,50.0,278.49972333065324
10,0.75,0.05,50.0,292.0903435263298
11,0.8,0.05,50.0,283.8739630497192
12,0.85,0.05,50.0,294.2594080654469
13,0.9,0.05,50.0,285.2897655095627
14,0.95,0.05,50.0,281.4848073493089
