,p_w,p_c,pop_size,Error
0,0.3,1.5,10.0,328.25748449826335
1,0.3,1.5,20.0,326.18922473170517
2,0.3,1.5,30.0,320.1096663977667
3,0.3,1.5,40.0,313.3581612229139
4,0.3,1.5,50.0,309.79912536077927
5,0.1,1.3,50.0,315.38718732752847
6,0.1,1.5,50.0,318.89027480193204
7,0.1,1.7,50.0,308.2349375686914
8,0.1,1.9,50.0,315.82995169843247
9,0.1,2.1,50.0,316.92441977226974
10,0.1,1.7,50.0,318.3730924009406
11,0.3,1.7,50.0,312.01900380555435
12,0.5,1.7,50.0,318.51370229498775
13,0.7,1.7,50.0,309.8159331398486
14,0.9,1.7,50.0,315.07661970733625
