,p_c,p_m,pop_size,Error
0,0.75,0.03,10.0,297.28878357684283
1,0.8,0.03,10.0,304.6292058840564
2,0.85,0.03,10.0,298.0864212909773
3,0.9,0.03,10.0,325.73280135025226
4,0.95,0.03,10.0,301.721841710025
5,0.75,0.02,10.0,313.49518038718804
6,0.75,0.02,20.0,297.532511503793
7,0.75,0.02,30.0,303.3160502768986
8,0.75,0.02,40.0,308.25245808720433
9,0.75,0.02,50.0,292.3079660140818
10,0.75,0.01,50.0,299.2787452795219
11,0.75,0.02,50.0,300.10444888827425
12,0.75,0.03,50.0,300.22523080956614
13,0.75,0.04,50.0,299.77110695714657
14,0.75,0.05,50.0,296.29305995928326
