,p_c,p_m,pop_size,Error
0,0.75,0.03,30.0,294.11436864121276
1,0.8,0.03,30.0,268.94945419417695
2,0.85,0.03,30.0,280.47494827822925
3,0.9,0.03,30.0,245.37743834065338
4,0.95,0.03,30.0,258.2008597638194
5,0.9,0.05,10.0,330.80629013576595
6,0.9,0.05,20.0,300.01465950839923
7,0.9,0.05,30.0,293.18433887626037
8,0.9,0.05,40.0,232.9317277827995
9,0.9,0.05,50.0,285.78975855496526
10,0.9,0.01,40.0,258.5310272972344
11,0.9,0.02,40.0,281.66785881276485
12,0.9,0.03,40.0,274.7734316923403
13,0.9,0.04,40.0,234.6365066676106
14,0.9,0.05,40.0,290.0965244836237
