,p_c,p_m,pop_size,Error
0,0.8,0.03,50.0,34.95412493842228
1,0.75,0.05,40.0,32.53469127460185
2,0.95,0.05,50.0,31.423103362236077
3,0.8,0.05,40.0,32.417843448652945
4,0.75,0.03,50.0,28.28007371892638
5,0.85,0.05,50.0,28.248803558358016
6,0.95,0.04,50.0,31.50606917671346
7,0.95,0.05,50.0,31.49853446217611
8,0.75,0.01,30.0,33.384355012897906
9,0.9,0.03,20.0,28.16120662779278
