,p_c,p_m,pop_size,Error
0,0.75,0.03,50.0,307.8179673483824
1,0.8,0.03,50.0,241.06521104949474
2,0.85,0.03,50.0,265.16203141766727
3,0.9,0.03,50.0,217.9650250188764
4,0.95,0.03,50.0,236.56603740142762
5,0.9,0.03,10.0,260.6776585623689
6,0.9,0.03,20.0,318.37856137336473
7,0.9,0.03,30.0,310.75856443596234
8,0.9,0.03,40.0,256.0791903949557
9,0.9,0.03,50.0,267.83421985280256
10,0.9,0.01,40.0,258.00108261247414
11,0.9,0.02,40.0,255.58878737196403
12,0.9,0.03,40.0,239.75160554052928
13,0.9,0.04,40.0,275.7566083890918
14,0.9,0.05,40.0,261.9054725134209
