,p_c,p_m,pop_size,Error
0,0.95,0.05,40.0,18.330204064144656
1,0.75,0.01,50.0,14.91542577907628
2,0.9,0.04,40.0,14.747217304233113
3,0.75,0.02,10.0,30.392076405439063
4,0.85,0.05,50.0,5.483301297345744
5,0.9,0.02,50.0,21.05600827112694
6,0.9,0.03,40.0,25.475988011254177
7,0.8,0.03,20.0,26.483805668966358
8,0.95,0.04,40.0,9.617023096251447
9,0.9,0.05,30.0,10.3733144463318
