,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,325.5706736082811
1,0.75,0.02,20.0,314.1045485142854
2,0.75,0.02,30.0,297.23666043719413
3,0.75,0.02,40.0,308.6215408734566
4,0.75,0.02,50.0,291.99879977396586
5,0.85,0.01,50.0,307.4353990247358
6,0.85,0.02,50.0,297.3078046370989
7,0.85,0.03,50.0,263.5243813267858
8,0.85,0.04,50.0,299.0290084649811
9,0.85,0.05,50.0,284.2040840096355
10,0.75,0.03,50.0,281.3614702987827
11,0.8,0.03,50.0,319.6080516584262
12,0.85,0.03,50.0,287.85035769450303
13,0.9,0.03,50.0,318.88469596997624
14,0.95,0.03,50.0,313.4214715602524
