,p_c,p_m,pop_size,Error
0,0.75,0.03,30,297.62913093745766
1,0.8,0.03,30,302.1615057885531
2,0.85,0.03,30,297.92065201714706
3,0.9,0.03,30,313.04993508217575
4,0.95,0.03,30,301.6871162493796
5,0.75,0.01,50,308.5147649264063
6,0.75,0.02,50,304.01783212611804
7,0.75,0.03,50,302.08270648005475
8,0.75,0.04,50,295.97893744152935
9,0.75,0.05,50,295.20294520748723
10,0.75,0.05,10,308.7115758914556
11,0.75,0.05,20,303.50622002761213
12,0.75,0.05,30,299.4965821312426
13,0.75,0.05,40,296.55011364401287
14,0.75,0.05,50,295.00065151791875
