,p_c,p_m,pop_size,Error
0,0.75,0.01,30,301.6288605616396
1,0.8,0.01,30,307.16836984899857
2,0.85,0.01,30,354.3996131276597
3,0.9,0.01,30,341.00160079930265
4,0.95,0.01,30,315.275104131744
5,0.75,0.01,20,321.82511501065954
6,0.75,0.02,20,298.7897117338978
7,0.75,0.03,20,368.1026572647445
8,0.75,0.04,20,296.6888826299803
9,0.75,0.05,20,292.4918086775187
10,0.75,0.05,10,295.5094426224531
11,0.75,0.05,20,296.8328514215479
12,0.75,0.05,30,297.18771731043074
13,0.75,0.05,40,293.2268073905187
14,0.75,0.05,50,295.4400528043722
