,p_c,p_m,pop_size,Error
0,0.85,0.04,30.0,34.7604144007429
1,0.85,0.04,30.0,33.99325475568949
2,0.85,0.05,50.0,33.155750562951845
3,0.75,0.05,40.0,34.236536374360924
4,0.9,0.02,40.0,32.08535820440803
5,0.75,0.05,30.0,30.727713387229553
6,0.75,0.05,50.0,31.799926534320317
7,0.85,0.05,50.0,32.115839483470204
8,0.75,0.04,30.0,32.64400121002627
9,0.95,0.02,40.0,32.992062365989014
