,p_w,p_c,pop_size,Error
0,0.3,2.1,10.0,329.0760283310951
1,0.3,2.1,20.0,322.88569951537875
2,0.3,2.1,30.0,316.62964722624105
3,0.3,2.1,40.0,326.0069362719363
4,0.3,2.1,50.0,318.20597422492233
5,0.5,1.3,30.0,321.54221857611066
6,0.5,1.5,30.0,315.9357395876471
7,0.5,1.7,30.0,327.4144568434622
8,0.5,1.9,30.0,323.36229389752003
9,0.5,2.1,30.0,309.9912388550957
10,0.1,2.1,30.0,320.8906720925242
11,0.3,2.1,30.0,315.69739455252767
12,0.5,2.1,30.0,313.55964925752556
13,0.7,2.1,30.0,320.2909256037309
14,0.9,2.1,30.0,326.16404802174543
