,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,319.75637682094924
1,0.8,0.01,20.0,324.82346875490344
2,0.8,0.01,30.0,310.0494897805203
3,0.8,0.01,40.0,314.01734466267607
4,0.8,0.01,50.0,308.12226857262664
5,0.9,0.01,50.0,310.9856979978683
6,0.9,0.02,50.0,307.7118826854107
7,0.9,0.03,50.0,273.6528874122745
8,0.9,0.04,50.0,295.75810524339164
9,0.9,0.05,50.0,305.89886558121947
10,0.75,0.03,50.0,283.14145339199894
11,0.8,0.03,50.0,276.0331923051262
12,0.85,0.03,50.0,309.11157677659105
13,0.9,0.03,50.0,288.3407456696565
14,0.95,0.03,50.0,303.4115107391957
