,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,328.3199611474415
1,0.85,0.02,20.0,329.9035881628562
2,0.85,0.02,30.0,308.928423432355
3,0.85,0.02,40.0,306.66461583277396
4,0.85,0.02,50.0,281.5084738391712
5,0.9,0.01,50.0,319.02443494599004
6,0.9,0.02,50.0,295.98466692175214
7,0.9,0.03,50.0,297.1236509006816
8,0.9,0.04,50.0,290.21285182786875
9,0.9,0.05,50.0,282.9865630579517
10,0.75,0.05,50.0,290.5788869249356
11,0.8,0.05,50.0,305.6514124426422
12,0.85,0.05,50.0,280.0012974384814
13,0.9,0.05,50.0,299.68458157259903
14,0.95,0.05,50.0,289.12149782950405
