,p_c,p_m,pop_size,Error
0,0.75,0.05,50.0,295.16318801732564
1,0.8,0.05,50.0,291.45132425727144
2,0.85,0.05,50.0,290.18368343000935
3,0.9,0.05,50.0,293.8014796706553
4,0.95,0.05,50.0,299.18404593143623
5,0.85,0.01,10.0,310.2601379805585
6,0.85,0.01,20.0,305.94568731498833
7,0.85,0.01,30.0,306.1996016856132
8,0.85,0.01,40.0,310.409888691713
9,0.85,0.01,50.0,304.976788989379
10,0.85,0.01,50.0,303.8378879733599
11,0.85,0.02,50.0,296.1140545557772
12,0.85,0.03,50.0,292.7248310938636
13,0.85,0.04,50.0,293.6333661567424
14,0.85,0.05,50.0,301.5118494775494
