,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,331.79286764690113
1,0.85,0.02,20.0,317.1244925094602
2,0.85,0.02,30.0,313.148006290872
3,0.85,0.02,40.0,297.3276939263222
4,0.85,0.02,50.0,297.29795303694783
5,0.75,0.01,50.0,314.20314616341386
6,0.75,0.02,50.0,310.38822905416356
7,0.75,0.03,50.0,307.5413650130046
8,0.75,0.04,50.0,307.3846937694051
9,0.75,0.05,50.0,285.8890941948251
10,0.75,0.05,50.0,274.33099577147766
11,0.8,0.05,50.0,293.41151900281847
12,0.85,0.05,50.0,283.9942034037411
13,0.9,0.05,50.0,281.4483193760424
14,0.95,0.05,50.0,270.0500744066301
