,p_w,p_c,pop_size,Error
0,0.1,1.9,20,336.33987015161136
1,0.3,1.9,20,335.97706169734886
2,0.5,1.9,20,328.59102847522826
3,0.7,1.9,20,335.24202354943543
4,0.9,1.9,20,329.5648147721385
5,0.5,1.3,50,331.9550222111841
6,0.5,1.5,50,326.55675183186224
7,0.5,1.7,50,327.1491781758946
8,0.5,1.9,50,330.48350209445414
9,0.5,2.1,50,328.24611184214666
10,0.5,1.5,10,331.37036633767525
11,0.5,1.5,20,330.0742302566637
12,0.5,1.5,30,332.1231379352257
13,0.5,1.5,40,330.9127477998488
14,0.5,1.5,50,329.80380417462084
