,p_c,p_m,pop_size,Error
0,0.75,0.02,20,309.7182349895273
1,0.8,0.02,20,304.93110026586504
2,0.85,0.02,20,297.6910886915976
3,0.9,0.02,20,307.0061521887288
4,0.95,0.02,20,308.2729362633068
5,0.85,0.01,20,310.9321330164664
6,0.85,0.02,20,312.244296250825
7,0.85,0.03,20,306.8721396795736
8,0.85,0.04,20,291.9021954375735
9,0.85,0.05,20,299.5665009565859
10,0.85,0.04,10,307.04640139145084
11,0.85,0.04,20,293.64716403990263
12,0.85,0.04,30,292.21441248267854
13,0.85,0.04,40,296.00248247241905
14,0.85,0.04,50,298.02459092740725
