,p_c,p_m,pop_size,Error
0,0.75,0.04,40,311.05933967127925
1,0.8,0.04,40,304.71257994698925
2,0.85,0.04,40,298.0301591565239
3,0.9,0.04,40,298.446487740076
4,0.95,0.04,40,300.72224785343224
5,0.85,0.01,20,302.9915929217738
6,0.85,0.02,20,306.2343568904677
7,0.85,0.03,20,323.02301822289166
8,0.85,0.04,20,309.99517967529164
9,0.85,0.05,20,294.44546031830004
10,0.85,0.05,10,299.43586444394606
11,0.85,0.05,20,293.1293585054034
12,0.85,0.05,30,303.6599794169621
13,0.85,0.05,40,304.13131204573267
14,0.85,0.05,50,288.36036328095196
