,p_c,p_m,pop_size,Error
0,0.75,0.04,40,294.1205487086984
1,0.8,0.04,40,297.68161038037925
2,0.85,0.04,40,289.39267722992105
3,0.9,0.04,40,287.08613364164086
4,0.95,0.04,40,297.83942569012055
5,0.9,0.01,40,300.817309608915
6,0.9,0.02,40,352.80759269972316
7,0.9,0.03,40,302.9845108910197
8,0.9,0.04,40,295.4350434440462
9,0.9,0.05,40,291.80356430183053
10,0.9,0.05,10,304.6455711259815
11,0.9,0.05,20,290.19152359616595
12,0.9,0.05,30,302.692382744629
13,0.9,0.05,40,293.2469513388131
14,0.9,0.05,50,294.35552073793093
