,p_c,p_m,pop_size,Error
0,0.75,0.02,20,309.51006312987226
1,0.8,0.02,20,316.14548199203153
2,0.85,0.02,20,298.1213569249532
3,0.9,0.02,20,302.4471113633869
4,0.95,0.02,20,309.9571086154499
5,0.85,0.01,10,313.3277415600403
6,0.85,0.02,10,306.2270475137327
7,0.85,0.03,10,311.38846914839587
8,0.85,0.04,10,303.4544421591814
9,0.85,0.05,10,304.1440432734146
10,0.85,0.04,10,313.7303381600069
11,0.85,0.04,20,291.5276772756584
12,0.85,0.04,30,311.6895617783528
13,0.85,0.04,40,286.5565113699365
14,0.85,0.04,50,295.33948686864574
