,p_w,p_c,pop_size,Error
0,0.5,1.7,10.0,325.81074148546804
1,0.5,1.7,20.0,326.07831865020034
2,0.5,1.7,30.0,313.02129810945365
3,0.5,1.7,40.0,323.78103518756654
4,0.5,1.7,50.0,318.0288255852951
5,0.3,1.3,30.0,318.7578944237998
6,0.3,1.5,30.0,319.60399144279336
7,0.3,1.7,30.0,320.1374619419497
8,0.3,1.9,30.0,330.10726010266166
9,0.3,2.1,30.0,314.29867104394054
10,0.1,2.1,30.0,313.13529327784664
11,0.3,2.1,30.0,320.38362405970827
12,0.5,2.1,30.0,316.6109637792823
13,0.7,2.1,30.0,313.49181356397844
14,0.9,2.1,30.0,308.3733290924475
