,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,333.6430550393957
1,0.8,0.01,20.0,319.862855745372
2,0.8,0.01,30.0,309.8697528932852
3,0.8,0.01,40.0,317.06473005794567
4,0.8,0.01,50.0,297.1083475742694
5,0.75,0.05,50.0,276.9724639427831
6,0.8,0.05,50.0,299.0344058465649
7,0.85,0.05,50.0,306.91112155237806
8,0.9,0.05,50.0,267.6152149024619
9,0.95,0.05,50.0,306.24486075665976
10,0.9,0.01,50.0,297.43648929947597
11,0.9,0.02,50.0,324.92857590991
12,0.9,0.03,50.0,309.2559411729772
13,0.9,0.04,50.0,309.63493038146765
14,0.9,0.05,50.0,294.0482631150311
