,p_c,p_m,pop_size,Error
0,0.95,0.04,40.0,32.854968610837425
1,0.8,0.03,50.0,39.735262728813254
2,0.9,0.05,20.0,34.499101242804706
3,0.75,0.04,30.0,33.63170587111592
4,0.75,0.05,40.0,39.09107217013251
5,0.95,0.05,50.0,39.719910678395784
6,0.75,0.03,40.0,33.13002774632044
7,0.85,0.04,40.0,43.49610630372776
8,0.75,0.05,40.0,37.484800559584585
9,0.95,0.03,30.0,40.37336761277813
