,p_c,p_m,pop_size,Error
0,0.95,0.03,10.0,307.1666188042495
1,0.95,0.03,20.0,304.6825746174372
2,0.95,0.03,30.0,292.35559442863325
3,0.95,0.03,40.0,307.0446100074192
4,0.95,0.03,50.0,299.08904698679044
5,0.75,0.05,30.0,279.9327104272404
6,0.8,0.05,30.0,299.24082043253884
7,0.85,0.05,30.0,297.3437049834302
8,0.9,0.05,30.0,293.7641122624574
9,0.95,0.05,30.0,298.7632910710701
10,0.75,0.01,30.0,320.50281195651473
11,0.75,0.02,30.0,311.9695415709119
12,0.75,0.03,30.0,308.6731658316491
13,0.75,0.04,30.0,309.4629456681666
14,0.75,0.05,30.0,300.50840856226483
