,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,321.81391745130907
1,0.95,0.01,20.0,317.6889779852337
2,0.95,0.01,30.0,317.40469196540334
3,0.95,0.01,40.0,316.680788606329
4,0.95,0.01,50.0,317.7724612104864
5,0.9,0.01,40.0,301.2861903636051
6,0.9,0.02,40.0,314.87428542514755
7,0.9,0.03,40.0,300.5611255998379
8,0.9,0.04,40.0,306.723822556229
9,0.9,0.05,40.0,291.35396932020876
10,0.75,0.05,40.0,253.3693591728282
11,0.8,0.05,40.0,265.8857491272019
12,0.85,0.05,40.0,280.73001015882903
13,0.9,0.05,40.0,268.78056699030134
14,0.95,0.05,40.0,274.75406345158416
