,p_c,p_m,pop_size,Error
0,0.75,0.04,40.0,297.534666268483
1,0.8,0.04,40.0,303.2499636738761
2,0.85,0.04,40.0,302.2669340499476
3,0.9,0.04,40.0,301.61907671928697
4,0.95,0.04,40.0,293.5732735066063
5,0.95,0.04,10.0,308.32462685045914
6,0.95,0.04,20.0,303.13770001581315
7,0.95,0.04,30.0,292.23761806814395
8,0.95,0.04,40.0,292.10191555544577
9,0.95,0.04,50.0,296.96240998508273
10,0.95,0.01,40.0,306.3744223809863
11,0.95,0.02,40.0,299.6685607288876
12,0.95,0.03,40.0,297.172631263792
13,0.95,0.04,40.0,300.25681269335604
14,0.95,0.05,40.0,301.27534750360917
