,p_c,p_m,pop_size,Error
0,0.75,0.04,20.0,298.2339571220853
1,0.8,0.04,20.0,289.19073335278915
2,0.85,0.04,20.0,303.2557850635078
3,0.9,0.04,20.0,312.74227416291194
4,0.95,0.04,20.0,303.2677326019756
5,0.8,0.04,10.0,303.77929765087214
6,0.8,0.04,20.0,299.5913528480547
7,0.8,0.04,30.0,304.51275530570473
8,0.8,0.04,40.0,291.8703064239437
9,0.8,0.04,50.0,299.7547733973054
10,0.8,0.01,40.0,302.6201538731256
11,0.8,0.02,40.0,305.09830377549827
12,0.8,0.03,40.0,297.7280546328441
13,0.8,0.04,40.0,298.2333053658888
14,0.8,0.05,40.0,293.9167740003245
