,p_c,p_m,pop_size,Error
0,0.85,0.04,10.0,288.61770365513723
1,0.85,0.04,20.0,313.54239312624105
2,0.85,0.04,30.0,271.57493489301874
3,0.85,0.04,40.0,279.95611295440915
4,0.85,0.04,50.0,297.6752586557018
5,0.85,0.01,30.0,292.89744706550164
6,0.85,0.02,30.0,300.51727015468623
7,0.85,0.03,30.0,313.5936065831338
8,0.85,0.04,30.0,293.1414324194217
9,0.85,0.05,30.0,301.5642288464819
10,0.75,0.01,30.0,307.25613643958536
11,0.8,0.01,30.0,309.29513146135577
12,0.85,0.01,30.0,324.1022048581904
13,0.9,0.01,30.0,315.3470805963019
14,0.95,0.01,30.0,321.7885348431052
