,p_w,p_c,pop_size,Error
0,0.9,1.7,10.0,329.40014022065816
1,0.9,1.7,20.0,327.0324536103486
2,0.9,1.7,30.0,321.173838735145
3,0.9,1.7,40.0,310.00862435430935
4,0.9,1.7,50.0,321.9705813624584
5,0.3,1.3,40.0,324.9936359627575
6,0.3,1.5,40.0,318.724028290723
7,0.3,1.7,40.0,320.257458717718
8,0.3,1.9,40.0,314.4671747394293
9,0.3,2.1,40.0,320.72721248848455
10,0.1,1.9,40.0,319.012165717983
11,0.3,1.9,40.0,316.5917973424285
12,0.5,1.9,40.0,321.67945078535126
13,0.7,1.9,40.0,319.01978055989
14,0.9,1.9,40.0,317.75567957570127
