,p_c,p_m,pop_size,Error
0,0.75,0.01,50.0,249.7417941000149
1,0.8,0.01,50.0,252.89899773941
2,0.85,0.01,50.0,237.88977055914677
3,0.9,0.01,50.0,242.88395247999654
4,0.95,0.01,50.0,243.70501676553548
5,0.85,0.01,10.0,288.7065277669674
6,0.85,0.01,20.0,306.7502991992754
7,0.85,0.01,30.0,262.6136178130244
8,0.85,0.01,40.0,254.3138649586085
9,0.85,0.01,50.0,223.21143443791914
10,0.85,0.01,50.0,264.06617876722015
11,0.85,0.02,50.0,242.09305096621637
12,0.85,0.03,50.0,240.465857756541
13,0.85,0.04,50.0,258.9821580276364
14,0.85,0.05,50.0,234.25695444991243
