,p_w,p_c,pop_size,Error
0,0.1,1.7,50,322.99926032070414
1,0.3,1.7,50,324.4387378492631
2,0.5,1.7,50,329.13075165078965
3,0.7,1.7,50,325.203436425009
4,0.9,1.7,50,321.0766174236162
5,0.9,1.3,10,326.0542969229296
6,0.9,1.5,10,329.4028739782265
7,0.9,1.7,10,331.1579283080342
8,0.9,1.9,10,334.00453385809203
9,0.9,2.1,10,341.51275905294995
10,0.9,1.3,10,326.13933397052574
11,0.9,1.3,20,326.20888989846776
12,0.9,1.3,30,323.37657041147406
13,0.9,1.3,40,326.1707704641291
14,0.9,1.3,50,321.75070425488576
