,p_c,p_m,pop_size,Error
0,0.75,0.02,10.0,321.15877517884127
1,0.8,0.02,10.0,284.4930937708907
2,0.85,0.02,10.0,274.5538866034228
3,0.9,0.02,10.0,273.4099083896526
4,0.95,0.02,10.0,298.82160728587115
5,0.9,0.05,10.0,313.49593236772625
6,0.9,0.05,20.0,315.5088945630102
7,0.9,0.05,30.0,219.47949185127058
8,0.9,0.05,40.0,241.90756707862238
9,0.9,0.05,50.0,257.39089758376053
10,0.9,0.01,30.0,293.0646173166212
11,0.9,0.02,30.0,282.6275260173965
12,0.9,0.03,30.0,283.4899887920928
13,0.9,0.04,30.0,285.7002983028393
14,0.9,0.05,30.0,246.06226109394444
