,p_c,p_m,pop_size,Error
0,0.75,0.01,30.0,270.16403154733746
1,0.8,0.01,30.0,288.34219550450814
2,0.85,0.01,30.0,297.2993180148815
3,0.9,0.01,30.0,282.70549427245385
4,0.95,0.01,30.0,290.451758415842
5,0.75,0.02,10.0,330.9610729862357
6,0.75,0.02,20.0,267.34824673076247
7,0.75,0.02,30.0,286.668243538803
8,0.75,0.02,40.0,287.83777262241335
9,0.75,0.02,50.0,247.86416411622895
10,0.75,0.01,50.0,231.9579652412068
11,0.75,0.02,50.0,263.63948715882856
12,0.75,0.03,50.0,268.1324176626713
13,0.75,0.04,50.0,283.7158627426448
14,0.75,0.05,50.0,275.8571406104322
