,p_c,p_m,pop_size,Error
0,0.75,0.03,40.0,240.04205728826778
1,0.8,0.03,40.0,235.26930979025502
2,0.85,0.03,40.0,249.19838930587096
3,0.9,0.03,40.0,281.836628622182
4,0.95,0.03,40.0,258.4646057307824
5,0.8,0.02,10.0,326.8909024175601
6,0.8,0.02,20.0,244.04153688191397
7,0.8,0.02,30.0,276.50353899672945
8,0.8,0.02,40.0,246.67312045430364
9,0.8,0.02,50.0,254.31073127282946
10,0.8,0.01,20.0,284.7055983992257
11,0.8,0.02,20.0,278.7366450425978
12,0.8,0.03,20.0,253.6913869749299
13,0.8,0.04,20.0,268.77803914004795
14,0.8,0.05,20.0,276.8871812319086
