,p_c,p_m,pop_size,Error
0,0.75,0.05,50,294.29468242190507
1,0.8,0.05,50,291.8582372976199
2,0.85,0.05,50,295.1443229580678
3,0.9,0.05,50,291.59780094839675
4,0.95,0.05,50,289.3373180902166
5,0.95,0.01,40,314.891329105498
6,0.95,0.02,40,299.49706127977447
7,0.95,0.03,40,297.187409880941
8,0.95,0.04,40,287.2843444368348
9,0.95,0.05,40,289.29979164180435
10,0.95,0.04,10,311.7872126876735
11,0.95,0.04,20,296.02988345404736
12,0.95,0.04,30,296.54170803964814
13,0.95,0.04,40,291.29999734248474
14,0.95,0.04,50,294.16082019741424
