,p_c,p_m,pop_size,Error
0,0.75,0.01,20.0,305.63298590664004
1,0.8,0.01,20.0,307.0582724144649
2,0.85,0.01,20.0,311.21750704889405
3,0.9,0.01,20.0,312.61178192195564
4,0.95,0.01,20.0,306.7852914323401
5,0.75,0.05,10.0,314.5905327122273
6,0.75,0.05,20.0,295.0908145217106
7,0.75,0.05,30.0,297.25554983404265
8,0.75,0.05,40.0,294.77421776723986
9,0.75,0.05,50.0,297.69240080614776
10,0.75,0.01,40.0,306.7205515482401
11,0.75,0.02,40.0,298.63052259676374
12,0.75,0.03,40.0,295.69342324715944
13,0.75,0.04,40.0,300.66607290424776
14,0.75,0.05,40.0,300.5011097686222
