,p_c,p_m,pop_size,Error
0,0.95,0.05,10.0,315.6414833882925
1,0.95,0.05,20.0,298.74104407897295
2,0.95,0.05,30.0,279.88416549283386
3,0.95,0.05,40.0,286.27582069872096
4,0.95,0.05,50.0,273.74602306226234
5,0.85,0.01,50.0,308.83858430748774
6,0.85,0.02,50.0,294.693725959272
7,0.85,0.03,50.0,306.22316760490673
8,0.85,0.04,50.0,276.053926062977
9,0.85,0.05,50.0,277.58681321583623
10,0.75,0.04,50.0,300.5970924546213
11,0.8,0.04,50.0,305.5399379646758
12,0.85,0.04,50.0,311.47286776658854
13,0.9,0.04,50.0,310.5971709273045
14,0.95,0.04,50.0,284.1277071249984
