,p_w,p_c,pop_size,Error
0,0.1,1.7,50.0,36.75247472222299
1,0.9,1.3,50.0,37.690884679270944
2,0.9,1.3,20.0,37.97977405528687
3,0.3,2.1,50.0,36.97122631098744
4,0.7,1.9,40.0,34.95662230716934
5,0.3,2.1,50.0,35.211101454994854
6,0.1,1.3,20.0,36.68711817993514
7,0.7,1.5,30.0,35.84293857233514
8,0.3,1.7,30.0,36.37954388096692
9,0.5,1.5,50.0,34.420321174458415
