,p_c,p_m,pop_size,Error
0,0.75,0.01,40,301.4728385688122
1,0.8,0.01,40,304.0612655888854
2,0.85,0.01,40,304.6746222116474
3,0.9,0.01,40,303.93835787304954
4,0.95,0.01,40,315.9312275423063
5,0.75,0.01,20,316.62558335427207
6,0.75,0.02,20,314.2514548487456
7,0.75,0.03,20,293.2188570808891
8,0.75,0.04,20,301.84124534304306
9,0.75,0.05,20,288.48867322255006
10,0.75,0.05,10,291.7824645604726
11,0.75,0.05,20,294.4919739058902
12,0.75,0.05,30,296.1519263963993
13,0.75,0.05,40,288.8487934747842
14,0.75,0.05,50,296.2336391895333
